"ID","ResponseId","DurationSec","AGE1","AGE2_18_29","AGE2_30_44","AGE2_45_59","AGE2_60_UP","GEND_Male","GEND_Female","RACE_White","RACE_Other","EDUC_L_HS","EDUC_Bach","EDUC_Mast","HHADULTS","HHKIDS","HHWORKERS","HHINC_000_050","HHINC_050_100","HHINC_100__UP","PLACETYPE_Urban","PLACETYPE_Sub_Urban","PLACETYPE_Suburban","PLACETYPE_Rural_all","WDAYS","CDAYS","COMMUTE_YesCurrently","COMMUTE_NoUsedTo","MODE_AutoD","MODE_AutoP","MODE_Transit","MODE_Walk","MODE_Bike","PARKCOST_Yes","PARKCOST_No","TOLLCOST_Yes","TOLLCOST_No","TIMEDEP_Morning","TIMEDEP_AfterEveNight","FLEXWORK_Yes","FLEXWORK_No","FLEXINC_Yes","FLEXINC_No","PRIMWORK_Yes","PRIMWORK_No","IMP_TT","IMP_TC","IMP_WT","IMP_IN","SAT_WORK","SAT_COMM","ENJOYWC_Work","ENJOYWC_Comm","IDEALTT_00___","IDEALTT_01_05","IDEALTT_06_15","IDEALTT_15_UP","M1Q1","M1Q2","M1Q3","M1Q4","M1Q5","M1Q6","M1Q7","M1Q8","M1Q9","M1Q10","M2Q1","M2Q2","M2Q3","M2Q4","M2Q5","M2Q6","M2Q7","M2Q8","M2Q9","M2Q10","M3Q1","M3Q2","M3Q3","M3Q4","M3Q5","M3Q6","M3Q7","M3Q8","M3Q9","M3Q10","M4Q1","M4Q2","M4Q3","M4Q4","M4Q5","M4Q6","M4Q7","M4Q8","M4Q9","M4Q10","M5Q1","M5Q2","M5Q3","M5Q4","M5Q5","M5Q6","M5Q7","M5Q8","M5Q9","M5Q10","TTPD","TCPD","WTPD","INPD","MD12TT1","MD12TT2","MD12TT3","MD12TT4","MD12TT5","MD345TT1","MD345TT2","MD345TT3","MD345TT4","MD345TT5","MD12WT1","MD12WT2","MD12WT3","MD12WT4","MD12WT5","MD345WT1","MD345WT2","MD345WT3","MD345WT4","MD345WT5","MD12INC1","MD12INC2","MD12INC3","MD12INC4","MD12INC5","MD345INC1","MD345INC2","MD345INC3","MD345INC4","MD345INC5","M15TC1","M15TC2","M15TC3","M15TC4","M15TC5","M3TC1","M3TC2","M3TC3","M3TC4","M3TC5","MD12WH1","MD12WH2","MD12WH3","MD12WH4","MD12WH5","MD345WH1","MD345WH2","MD345WH3","MD345WH4","MD345WH5","MD12WM1","MD12WM2","MD12WM3","MD12WM4","MD12WM5","MD345WM1","MD345WM2","MD345WM3","MD345WM4","MD345WM5"
579,"R_1djjCQb8IcSjulz",464,30,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,5,5,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,2,1,2,2,2,2,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B","A","A","A","C","C","B","A","C","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,30,530,500,63,72,90,108,117,75,80,90,100,105,494,512,530,548,566,510,520,530,540,550,466.04,483.02,500,516.98,533.96,481.13,490.57,500,509.43,518.87,18,24,30,36,42,27.5,28.5,30,31.5,32.5,8,8,8,9,9,8,8,8,9,9,14,32,50,8,26,30,40,50,0,10
581,"R_2arZJu5iN6LTLnZ",510,40,0,1,0,0,1,0,1,0,0,0,1,1,2,0,0,0,1,1,0,0,0,6,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,2,2,2,2,2,2,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","A","A","C","A","C","C","C","B","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,21,360,1500,38.5,44,55,66,71.5,40,45,55,65,70,338,349,360,371,382,340,350,360,370,380,1408.33,1454.17,1500,1545.83,1591.67,1416.67,1458.33,1500,1541.67,1583.33,12.6,16.8,21,25.2,29.4,18.5,19.5,21,22.5,23.5,5,5,6,6,6,5,5,6,6,6,38,49,0,11,22,40,50,0,10,20
584,"R_11bzqWBMHOsmQ84",539,48,0,0,1,0,1,0,1,0,1,0,0,2,0,3,0,1,0,1,0,0,0,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,0,1,1,0,0,1,1,1,1,0,0,0,1,0,"A","C","B","A","A","C","A","A","A","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,8,480,100,28,32,40,48,52,25,30,40,50,55,464,472,480,488,496,460,470,480,490,500,96.67,98.33,100,101.67,103.33,95.83,97.92,100,102.08,104.17,4.8,6.4,8,9.6,11.2,5.5,6.5,8,9.5,10.5,7,7,8,8,8,7,7,8,8,8,44,52,0,8,16,40,50,0,10,20
586,"R_3MKCwM7VG4V8HEE",545,46,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,-1,-1,0,1,0,1,0,1,0,0,1,0,"B","C","A","B","B","C","A","C","B","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,5,540,120,16.8,19.2,24,28.8,31.2,9,14,24,34,39,530.4,535.2,540,544.8,549.6,520,530,540,550,560,117.87,118.93,120,121.07,122.13,115.56,117.78,120,122.22,124.44,3,4,5,6,7,2.5,3.5,5,6.5,7.5,8,8,9,9,9,8,8,9,9,9,50,55,0,5,10,40,50,0,10,20
587,"R_1dLda9PLiik18aH",758,27,1,0,0,0,0,1,0,1,1,0,0,3,4,3,1,0,0,0,0,1,0,5,5,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,"C","A","A","C","C","C","C","B","B","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,15.4,390,160,9.1,10.4,13,15.6,16.9,-2,3,13,23,28,384.8,387.4,390,392.6,395.2,370,380,390,400,410,157.87,158.93,160,161.07,162.13,151.79,155.9,160,164.1,168.21,9.24,12.32,15.4,18.48,21.56,12.9,13.9,15.4,16.9,17.9,6,6,6,6,6,6,6,6,6,6,25,27,30,33,35,10,20,30,40,50
588,"R_3L0DCB79TKx6YpU",531,32,0,1,0,0,0,1,0,1,1,0,0,1,2,1,0,1,0,1,0,0,0,7,7,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,2,2,2,2,2,2,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","A","C","B","C","C","A","A","C","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,17,510,102.86,42,48,60,72,78,45,50,60,70,75,486,498,510,522,534,490,500,510,520,530,98.02,100.44,102.86,105.28,107.7,98.83,100.84,102.86,104.88,106.89,10.2,13.6,17,20.4,23.8,14.5,15.5,17,18.5,19.5,8,8,8,8,8,8,8,8,8,8,6,18,30,42,54,10,20,30,40,50
589,"R_RICaGSx3FdogGrv",445,36,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,5,5,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,1,0,1,1,1,2,1,0,0,1,0,0,"C","C","C","C","C","C","C","C","B","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,2,480,290,24.5,28,35,42,45.5,20,25,35,45,50,466,473,480,487,494,460,470,480,490,500,281.54,285.77,290,294.23,298.46,277.92,283.96,290,296.04,302.08,1.2,1.6,2,2.4,2.8,-0.5,0.5,2,3.5,4.5,7,7,8,8,8,7,7,8,8,8,46,53,0,7,14,40,50,0,10,20
590,"R_28IlWv4A6OQcooJ",479,35,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,NA,NA,1,0,0,0,1,1,-1,-2,0,1,0,0,1,0,"C","C","C","C","C","C","C","C","C","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,4,480,160,31.5,36,45,54,58.5,30,35,45,55,60,462,471,480,489,498,460,470,480,490,500,154,157,160,163,166,153.33,156.67,160,163.33,166.67,2.4,3.2,4,4.8,5.6,1.5,2.5,4,5.5,6.5,7,7,8,8,8,7,7,8,8,8,42,51,0,9,18,40,50,0,10,20
591,"R_cC7KvJNU4d6eifT",748,40,0,1,0,0,1,0,1,0,0,1,0,1,2,1,0,1,0,1,0,0,0,6,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,2,2,1,0,0,1,0,0,"A","A","A","C","C","C","A","A","B","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,20,600,150,21,24,30,36,39,15,20,30,40,45,588,594,600,606,612,580,590,600,610,620,147,148.5,150,151.5,153,145,147.5,150,152.5,155,12,16,20,24,28,17.5,18.5,20,21.5,22.5,9,9,10,10,10,9,9,10,10,10,48,54,0,6,12,40,50,0,10,20
592,"R_vdAZuCTI6VQsl5D",872,68,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,5,5,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,0,NA,1,2,2,1,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","C","C","C","C","C","A","C","B","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,0,480,218,56,64,80,96,104,65,70,80,90,95,448,464,480,496,512,460,470,480,490,500,203.47,210.73,218,225.27,232.53,208.92,213.46,218,222.54,227.08,0,0,0,0,0,-2.5,-1.5,0,1.5,2.5,7,7,8,8,8,7,7,8,8,8,28,44,0,16,32,40,50,0,10,20
593,"R_3lFfJHK2EsQOhuw",483,40,0,0,1,0,0,1,1,0,0,1,0,2,1,1,0,1,0,1,0,0,0,5,5,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,-1,1,2,1,1,1,1,0,0,0,1,0,"A","C","C","A","C","A","B","B","B","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,3,635,85,23.1,26.4,33,39.6,42.9,18,23,33,43,48,621.8,628.4,635,641.6,648.2,615,625,635,645,655,83.23,84.12,85,85.88,86.77,82.32,83.66,85,86.34,87.68,1.8,2.4,3,3.6,4.2,0.5,1.5,3,4.5,5.5,10,10,10,10,10,10,10,10,10,10,22,28,35,42,48,15,25,35,45,55
594,"R_pAayv48wVWgyY2l",1094,37,0,1,0,0,0,1,1,0,1,0,0,5,2,2,1,0,0,0,1,0,0,6,6,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,NA,NA,0,1,-1,0,2,2,2,2,0,1,0,0,1,0,"C","A","A","B","B","A","A","B","B","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,14.17,480,125,14,16,20,24,26,5,10,20,30,35,472,476,480,484,488,460,470,480,490,500,122.92,123.96,125,126.04,127.08,119.79,122.4,125,127.6,130.21,8.5,11.34,14.17,17,19.84,11.67,12.67,14.17,15.67,16.67,7,7,8,8,8,7,7,8,8,8,52,56,0,4,8,40,50,0,10,20
595,"R_1CeSEt6jMiO5Upt",685,36,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,5,5,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,-1,2,1,2,2,1,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","A","A","B","C","C","A","C","C","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,8,608,300,94.5,108,135,162,175.5,120,125,135,145,150,554,581,608,635,662,588,598,608,618,628,273.36,286.68,300,313.32,326.64,290.13,295.07,300,304.93,309.87,4.8,6.4,8,9.6,11.2,5.5,6.5,8,9.5,10.5,9,9,10,10,11,9,9,10,10,10,14,41,8,35,2,48,58,8,18,28
596,"R_31jxZwnFb6imM9I",844,22,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,5,5,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,NA,NA,1,0,1,1,-2,2,1,2,1,0,0,0,1,0,"C","A","C","C","B","A","A","B","B","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,3.27,465,107.64,11.2,12.8,16,19.2,20.8,1,6,16,26,31,458.6,461.8,465,468.2,471.4,445,455,465,475,485,106.16,106.9,107.64,108.38,109.12,103.01,105.33,107.64,109.95,112.27,1.96,2.62,3.27,3.92,4.58,0.77,1.77,3.27,4.77,5.77,7,7,7,7,7,7,7,7,7,8,39,42,45,48,51,25,35,45,55,5
597,"R_3ebguVjVomYmYn2",710,30,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,3,3,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,0,1,-1,0,-1,1,1,-1,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","B","C","C","A","B","C","A","B","C",60,2.29,300,83.33,42,48,60,72,78,45,50,60,70,75,276,288,300,312,324,280,290,300,310,320,76.66,80,83.33,86.66,90,77.77,80.55,83.33,86.11,88.89,1.37,1.83,2.29,2.75,3.21,-0.21,0.79,2.29,3.79,4.79,4,4,5,5,5,4,4,5,5,5,36,48,0,12,24,40,50,0,10,20
598,"R_3lWGIGtBrHGso4X",703,33,0,1,0,0,1,0,1,0,1,0,0,1,2,0,0,1,0,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,0,0,0,-1,1,1,1,0,0,1,0,0,"B","C","A","A","B","A","C","A","B","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,12,480,160,28,32,40,48,52,25,30,40,50,55,464,472,480,488,496,460,470,480,490,500,154.67,157.33,160,162.67,165.33,153.33,156.67,160,163.33,166.67,7.2,9.6,12,14.4,16.8,9.5,10.5,12,13.5,14.5,7,7,8,8,8,7,7,8,8,8,44,52,0,8,16,40,50,0,10,20
599,"R_8jBKSkmpTLx4sYF",1347,43,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,4,4,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,-1,1,-1,1,0,1,1,0,0,0,"B","A","A","C","B","C","A","B","B","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,5,420,70,11.2,12.8,16,19.2,20.8,1,6,16,26,31,413.6,416.8,420,423.2,426.4,400,410,420,430,440,68.93,69.47,70,70.53,71.07,66.67,68.33,70,71.67,73.33,3,4,5,6,7,2.5,3.5,5,6.5,7.5,6,6,7,7,7,6,6,7,7,7,54,57,0,3,6,40,50,0,10,20
600,"R_1IituJ6pG8W6xub",2320,56,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,5,5,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,0,1,1,1,1,2,2,1,1,0,0,0,1,0,"C","A","C","B","B","C","A","C","B","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1.5,360,100,21,24,30,36,39,15,20,30,40,45,348,354,360,366,372,340,350,360,370,380,96.67,98.33,100,101.67,103.33,94.44,97.22,100,102.78,105.56,0.9,1.2,1.5,1.8,2.1,-1,0,1.5,3,4,5,5,6,6,6,5,5,6,6,6,48,54,0,6,12,40,50,0,10,20
601,"R_OOmxZc28ZP3bDS9",1709,42,0,1,0,0,1,0,1,0,0,0,1,1,2,0,0,1,0,1,0,0,0,6,6,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,2,0,1,1,2,2,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","A","A","B","B","A","C","C","A","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,13.74,450,380,126,144,180,216,234,165,170,180,190,195,378,414,450,486,522,430,440,450,460,470,319.2,349.6,380,410.4,440.8,363.11,371.56,380,388.44,396.89,8.24,10.99,13.74,16.49,19.24,11.24,12.24,13.74,15.24,16.24,6,6,7,8,8,7,7,7,7,7,18,54,30,6,42,10,20,30,40,50
602,"R_21uOoqWT70wfRWn",2755,52,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,6,5,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,-1,0,-1,0,-2,-1,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","C","C","C","C","C","C","C","C","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,5,540,250,42,48,60,72,78,45,50,60,70,75,516,528,540,552,564,520,530,540,550,560,238.89,244.44,250,255.56,261.11,240.74,245.37,250,254.63,259.26,3,4,5,6,7,2.5,3.5,5,6.5,7.5,8,8,9,9,9,8,8,9,9,9,36,48,0,12,24,40,50,0,10,20
603,"R_paOsQnrxFvesPnP",579,41,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,5,5,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,0,1,0,0,1,1,1,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","C","C","C","C","A","C","A","A","A",110,3.25,465,175,77,88,110,132,143,95,100,110,120,125,421,443,465,487,509,445,455,465,475,485,158.44,166.72,175,183.28,191.56,167.47,171.24,175,178.76,182.53,1.95,2.6,3.25,3.9,4.55,0.75,1.75,3.25,4.75,5.75,7,7,7,8,8,7,7,7,7,8,1,23,45,7,29,25,35,45,55,5
604,"R_RmiU7g7F0Yi9t0B",766,33,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,4,4,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,NA,NA,1,0,1,1,0,2,1,-1,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","C","C","C","C","C","C","B","B","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,12.5,480,260,59.5,68,85,102,110.5,70,75,85,95,100,446,463,480,497,514,460,470,480,490,500,241.58,250.79,260,269.21,278.42,249.17,254.58,260,265.42,270.83,7.5,10,12.5,15,17.5,10,11,12.5,14,15,7,7,8,8,8,7,7,8,8,8,26,43,0,17,34,40,50,0,10,20
605,"R_ehsvTKS2DI910DT",2416,36,0,1,0,0,1,0,1,0,0,0,1,1,3,1,0,1,0,1,0,0,0,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,-2,1,2,2,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A","C","A","A","A","A","A","A","B","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,8.28,480,375,38.5,44,55,66,71.5,40,45,55,65,70,458,469,480,491,502,460,470,480,490,500,357.81,366.41,375,383.59,392.19,359.37,367.19,375,382.81,390.63,4.97,6.62,8.28,9.94,11.59,5.78,6.78,8.28,9.78,10.78,7,7,8,8,8,7,7,8,8,8,38,49,0,11,22,40,50,0,10,20
606,"R_2EcS0JxkfDWwYJn",3241,38,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,4,4,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,NA,NA,0,1,1,2,1,2,1,-1,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","C","C","A","C","C","B","A","B","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,4.84,810,135.44,66.5,76,95,114,123.5,80,85,95,105,110,772,791,810,829,848,790,800,810,820,830,129.09,132.26,135.44,138.62,141.79,132.1,133.77,135.44,137.11,138.78,2.9,3.87,4.84,5.81,6.78,2.34,3.34,4.84,6.34,7.34,12,13,13,13,14,13,13,13,13,13,52,11,30,49,8,10,20,30,40,50
607,"R_3h41cdpElqDJTpf",1069,25,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,-2,0,0,2,1,1,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A","B","B","C","C","B","C","B","A","C",70,0.7,510,354.15,49,56,70,84,91,55,60,70,80,85,482,496,510,524,538,490,500,510,520,530,334.71,344.43,354.15,363.87,373.59,340.26,347.21,354.15,361.09,368.04,0.42,0.56,0.7,0.84,0.98,-1.8,-0.8,0.7,2.2,3.2,8,8,8,8,8,8,8,8,8,8,2,16,30,44,58,10,20,30,40,50
608,"R_2R4VwIQFh3mxAYW",754,35,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,2,-1,2,2,2,1,1,0,0,0,1,0,"C","A","B","C","C","C","B","B","C","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,2.46,420,250,26.6,30.4,38,45.6,49.4,23,28,38,48,53,404.8,412.4,420,427.6,435.2,400,410,420,430,440,240.95,245.48,250,254.52,259.05,238.1,244.05,250,255.95,261.9,1.48,1.97,2.46,2.95,3.44,-0.04,0.96,2.46,3.96,4.96,6,6,7,7,7,6,6,7,7,7,45,52,0,8,15,40,50,0,10,20
609,"R_31MpoSfJZFPEIF5",463,18,1,0,0,0,0,1,0,1,1,0,0,3,0,3,0,0,1,0,0,1,0,3,3,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,NA,1,2,0,-1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B","C","B","A","B","B","C","C","B","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,0,270,20,35,40,50,60,65,35,40,50,60,65,250,260,270,280,290,250,260,270,280,290,18.52,19.26,20,20.74,21.48,18.52,19.26,20,20.74,21.48,0,0,0,0,0,-2.5,-1.5,0,1.5,2.5,4,4,4,4,4,4,4,4,4,4,10,20,30,40,50,10,20,30,40,50
610,"R_1g5vVLxMpS44eWd",417,18,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,6,6,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,NA,1,1,1,-1,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A","A","B","B","A","A","A","A","C","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,0,480,150,42,48,60,72,78,45,50,60,70,75,456,468,480,492,504,460,470,480,490,500,142.5,146.25,150,153.75,157.5,143.75,146.87,150,153.13,156.25,0,0,0,0,0,-2.5,-1.5,0,1.5,2.5,7,7,8,8,8,7,7,8,8,8,36,48,0,12,24,40,50,0,10,20
